RBC	RBC_Score	FBC	FBC_Score
RB10	100	NB95	77.0992
unclassified	37.0245		0
RB10	72.6813	NB81	100
RB09	84.928	NB43	86.6049
RB09	100	NB50	100
RB12	100	NB02	73.4015
RB12	91.6178	unclassified	67.1453
RB10	100	unclassified	58.1081
RB12	100	NB10	100
RB11	100	NB38	87.3612
RB10	100	NB56	100
RB11	100	NB43	100
RB09	95.9356	NB12	100
RB10	100	NB76	79.7297
RB12	100	NB46	83.3893
RB10	100	NB42	100
unclassified	50.5042		0
RB09	91.5469	NB27	100
RB12	90.5983	unclassified	47.4662
RB10	100	NB11	90.8707
RB10	100	NB35	95.7663
unclassified	40.8511		0
RB09	85.6054	NB09	100
RB12	84.8718	unclassified	68.7127
unclassified	42.2654		0
unclassified	42.2654		0
RB11	100	NB38	87.3612
RB09	100	NB44	100
RB12	74.9371	unclassified	44.7749
RB12	100	NB77	100
unclassified	48.0508		0
RB09	76.376	NB49	100
unclassified	42.2654		0
unclassified	42.2654		0
unclassified	56.4103		0
RB09	90.8552	NB10	83.0926
RB11	83.8983	NB24	100
unclassified	36.4706		0
RB11	100	NB50	100
RB09	100	unclassified	37.6812
unclassified	49.4068		0
unclassified	40.8511		0
unclassified	41.1864		0
RB10	100	NB43	80.6234
unclassified	47.8261		0
RB09	74.3026	unclassified	38.1435
RB10	90.7251	unclassified	45.4852
RB11	100	NB76	100
unclassified	68.84		0
RB11	100	NB09	100
RB09	100	NB15	100
unclassified	36.766		0
unclassified	40.8511		0
RB09	95.9356	NB27	100
RB10	100	NB10	87.5956
RB09	100	NB42	100
RB09	100	unclassified	40.5748
RB11	100	NB13	87.5529
unclassified	37.8151		0
RB11	100	unclassified	36.2331
unclassified	47.395		0
unclassified	50.5042		0
RB10	100	unclassified	57.3604
RB10	100	NB21	100
unclassified	51.1864		0
unclassified	44.4444		0
RB12	100	NB03	86.5254
RB09	100	NB15	100
RB12	100	NB60	74.8098
unclassified	37.2269		0
RB10	100	NB08	90.7173
RB11	100	NB36	75.5745
RB09	100	NB18	100
RB10	100	NB10	95.8369
unclassified	42.2654		0
RB12	75.5556	NB06	85.654
RB12	100	NB69	100
RB10	85.6661	NB95	100
RB10	100	unclassified	42.0608
RB12	100	NB88	100
RB09	77.138	NB45	100
unclassified	35.8347		0
RB10	100	NB08	100
RB10	83.5582	NB51	100
RB11	85.5932	unclassified	41.1814
RB10	100	NB93	100
unclassified	41.9273		0
RB09	100	NB28	100
RB11	100	NB49	100
unclassified	42.2654		0
RB11	100	unclassified	68.5545
RB10	100	NB44	90.8707
RB09	76.4606	NB44	100
unclassified	61.2574		0
RB12	87.4359	NB59	100
unclassified	41.5126		0
unclassified	42.2654		0
RB09	100	unclassified	62.8814
unclassified	57.2034		0
RB10	90.7251	NB31	100
unclassified	69.7536		0
RB10	100	unclassified	53.9696
unclassified	40.8511		0
RB09	100	NB15	100
RB12	100	unclassified	41.8151
RB10	95.7841	NB23	95.7877
RB11	90.8707	NB36	100
RB09	100	NB83	100
unclassified	40.9207		0
unclassified	31.5126		0
RB11	100	NB26	100
RB11	100	NB11	95.7735
RB09	85.6298	unclassified	55.8179
RB12	100	NB21	89.916
RB12	85.5556	unclassified	67.479
unclassified	41.4141		0
unclassified	42.2654		0
RB09	95.9425	unclassified	59.2405
RB10	100	NB02	100
RB12	100	NB35	100
RB09	100	NB73	71.3555
unclassified	42.2654		0
RB10	72.1754	NB51	100
RB12	100	NB38	87.6174
RB11	100	NB84	100
unclassified	40.4903		0
RB12	94.9707	NB52	100
RB10	76.3912	unclassified	64.6661
RB09	100	NB94	100
unclassified	68.8034		0
RB11	100	NB70	72.8584
RB09	100	NB95	95.7591
RB10	100	NB45	95.8475
RB11	82.5424	NB69	86.4979
RB09	100	NB03	82.2881
RB09	100	unclassified	42.3658
RB09	79.0363	NB23	100
RB11	82.7557	NB45	95.8475
RB10	83.5174	NB89	100
unclassified	50.2131		0
unclassified	57.4936		0
unclassified	43.8567		0
RB11	82.5021	NB05	100
RB09	75.4015	unclassified	50.6308
RB09	82.2485	NB55	82.3579
RB12	70.8298	NB28	100
RB09	100	NB54	94.9023
RB12	85.7502	NB88	100
RB09	87.743	NB52	90.747
unclassified	50.5042		0
RB11	100	unclassified	65.2766
RB09	100	unclassified	63.1668
RB12	100	NB83	100
unclassified	57.917		0
RB10	100	NB43	94.9452
unclassified	36.4328		0
unclassified	42.2654		0
RB12	81.3675	NB23	100
RB09	100	NB39	90.7095
RB09	100	unclassified	46.1342
RB09	100	NB64	100
RB09	76.5004	NB67	100
RB09	100	NB68	90.6223
RB12	100	NB62	100
RB09	100	NB34	83.8875
unclassified	48.5182		0
RB11	100	NB78	100
RB09	100	NB34	100
RB12	100	unclassified	43.0847
unclassified	64.1026		0
RB10	89.8046	NB33	85.7022
RB09	100	NB43	100
RB11	82.5424	NB55	74.7243
unclassified	50.5042		0
RB10	90.8094	NB47	100
RB10	91.7587	NB48	100
RB11	100	NB55	100
RB10	100	NB94	100
RB10	94.9023	NB46	100
RB09	100	NB64	95.8615
unclassified	40.8511		0
RB09	95.9356	NB80	95.7519
RB12	100	NB40	100
RB10	91.7587	unclassified	46.3229
RB09	100	unclassified	42.0253
RB10	90.7251	unclassified	48.1918
unclassified	69.7536		0
RB09	100	NB11	100
RB10	100	unclassified	69.5431
unclassified	41.5966		0
RB10	100	NB07	88.9831
unclassified	40.8511		0
RB12	100	unclassified	44.7749
RB10	100	unclassified	44.7749
unclassified	47.9487		0
RB11	79.7126	unclassified	40.5405
RB12	100	unclassified	37.0152
RB11	100	NB24	100
RB11	100	NB36	72.766
RB09	100	unclassified	44.5957
unclassified	63.7437		0
RB12	85.9179	NB36	100
unclassified	37.109		0
RB09	91.5469	NB41	100
RB10	95.7841	unclassified	39.5447
RB10	85.6661	NB17	94.9239
RB11	100	NB90	100
RB09	100	NB22	100
RB12	100	NB04	94.8805
RB10	100	NB06	100
RB10	86.8465	NB48	83.5871
RB10	100	unclassified	41.8585
RB09	100	unclassified	37.0245
unclassified	34.0928		0
RB09	100	NB84	85.6054
unclassified	47.0588		0
RB10	100	unclassified	44.7346
RB09	100	NB30	76.5004
RB12	89.7436	unclassified	68.0544
RB09	100	NB91	100
RB09	100	NB95	100
RB12	100	NB10	100
RB09	100	unclassified	43.0369
RB11	95.8475	unclassified	66.4686
RB09	100	NB25	72.4109
unclassified	59.4872		0
unclassified	40.9975		0
RB09	73.3277	NB22	100
RB11	100	NB51	70.8861
RB10	100	NB38	100
RB12	100	NB89	100
unclassified	35.7868		0
RB11	100	NB89	100
unclassified	32.3207		0
unclassified	45.812		0
unclassified	51.9182		0
unclassified	35		0
RB10	100	unclassified	41.1665
RB12	72.1368	NB09	100
RB09	100	NB80	100
RB12	100	unclassified	57.2274
unclassified	37.4472		0
RB10	100	NB35	74.0898
unclassified	37.1429		0
RB12	100	NB77	95.7735
RB11	100	NB38	78.3945
RB11	70.339	NB07	100
unclassified	51.3924		0
unclassified	51.3924		0
RB12	77.1795	unclassified	35.6351
RB10	85.8347	NB10	95.7519
unclassified	61.7921		0
RB09	95.9356	NB32	86.4292
RB11	100	unclassified	38.0711
RB12	86.4957	NB22	78.8136
RB11	87.7119	unclassified	51.0602
RB12	72.1368	NB77	80.727
RB11	87.743	NB09	100
RB09	100	NB80	79.2693
RB11	90.7016	NB76	100
RB09	100	NB67	100
RB11	100	unclassified	37.479
RB12	90.7692	NB68	100
unclassified	48.9416		0
unclassified	51.3924		0
RB11	100	NB42	100
RB09	100	NB07	100
RB12	79.7436	unclassified	40
RB10	79.8641	NB35	100
RB11	100	NB09	100
RB12	93.2942	unclassified	33.5038
unclassified	43.4746		0
RB09	91.8713	NB56	100
unclassified	45.5696		0
RB10	100	NB06	81.6034
RB11	100	NB47	95.865
RB12	100	NB19	71.5131
RB10	100	NB17	100
RB12	100	NB89	100
RB09	100	NB95	100
RB12	100	NB22	100
RB11	100	NB71	100
unclassified	36.5106		0
RB09	100	unclassified	49.2386
RB11	79.8305	unclassified	67.1769
unclassified	48.8235		0
unclassified	41.2511		0
RB12	81.3675	NB35	95.7663
unclassified	42.2654		0
RB09	100	NB65	100
unclassified	36.2795		0
RB12	100	NB86	100
RB10	100	unclassified	36.3176
RB12	94.8718	unclassified	44.5106
RB09	100	unclassified	37.5
unclassified	43.3643		0
RB10	100	unclassified	69.8642
RB09	100	unclassified	41.443
RB10	90.7251	NB94	80.6751
RB09	100	NB66	95.7983
RB12	100	NB41	77.2496
unclassified	66.5261		0
RB10	95.7841	NB04	74.0614
RB09	76.376	unclassified	43.0626
RB12	100	NB86	100
RB11	100	NB91	100
RB09	100	NB41	84.9745
RB10	82.5828	unclassified	40.7751
RB09	100	NB34	100
RB10	100	NB72	77.403
unclassified	62.4047		0
RB10	83.5174	unclassified	64.1221
RB10	100	unclassified	52.9907
RB09	100	NB06	95.865
RB10	95.7841	NB22	86.5254
RB10	100	NB75	100
RB09	82.2185	NB87	100
unclassified	36.4706		0
RB09	100	unclassified	47.0787
unclassified	37.109		0
RB11	100	NB21	100
unclassified	50.5042		0
unclassified	58.9635		0
RB12	73.9316	NB42	100
RB12	91.7016	unclassified	43.6287
RB09	84.928	unclassified	45.0466
RB09	100	NB65	71.3322
RB09	100	NB80	94.9023
RB09	100	NB80	93.2031
RB09	100	NB70	94.9109
RB09	85.6054	unclassified	34.6577
RB09	100	NB41	81.4941
RB09	100	NB41	95.8404
RB11	100	unclassified	48.9469
RB10	90.7392	NB06	90.7173
unclassified	49.8319		0
RB09	87.4049	NB79	100
unclassified	47.1429		0
RB12	100	NB80	80.9686
unclassified	42.2654		0
RB12	82.3973	unclassified	64.6661
unclassified	54.4915		0
RB09	100	unclassified	35.6419
RB09	100	unclassified	35.9018
RB12	100	unclassified	46.4741
RB09	100	NB78	100
unclassified	50.5042		0
RB10	74.0017	unclassified	69.0355
RB12	71.9195	NB61	85.6054
unclassified	27.6416		0
RB10	100	NB07	100
RB12	100	NB46	100
unclassified	50.2131		0
RB10	87.5106	NB28	87.5106
RB09	73.3277	unclassified	51.3514
RB10	100	NB84	100
RB10	100	NB46	84.0604
RB09	87.743	NB46	100
unclassified	42.437		0
RB11	100	unclassified	42.2819
RB12	100	NB96	94.9196
RB10	95.7841	unclassified	42.8331
RB09	100	unclassified	49.5319
RB10	75.1265	NB80	95.7519
RB10	85.7504	NB56	100
RB12	100	NB41	95.8404
RB10	91.5038	NB94	100
RB10	100	NB05	90.6383
RB11	100	unclassified	39.4937
unclassified	39.1489		0
RB12	100	NB36	81.4468
unclassified	42.7119		0
RB09	100	NB51	100
unclassified	43.8136		0
RB09	73.3277	unclassified	39.0059
unclassified	42.2654		0
RB09	71.5976	NB87	90.7939
RB10	100	NB43	94.9452
RB10	91.5038	NB02	100
RB11	100	NB78	100
RB12	72.1368	NB38	100
unclassified	34.5299		0
RB10	100	unclassified	35.369
unclassified	47.7637		0
RB12	100	NB33	87.8173
unclassified	50.2131		0
RB12	78.8034	NB42	100
RB11	100	unclassified	53.4527
RB10	100	NB07	73.3051
RB12	100	NB75	100
RB10	100	unclassified	64.631
RB11	90.8475	NB75	100
unclassified	41.2712		0
unclassified	46.492		0
RB10	100	NB40	95.7591
RB12	79.0598	NB33	85.6176
unclassified	37.2781		0
RB11	95.8475	NB59	100
RB10	100	unclassified	41.3617
RB09	100	NB35	85.7748
RB09	88.1657	unclassified	45.9898
RB11	93.2203	NB84	73.0737
RB09	100	NB52	100
RB09	100	NB81	100
unclassified	48.8235		0
unclassified	68.547		0
RB10	100	NB12	100
unclassified	32.2251		0
RB11	100	NB22	100
RB10	85.6661	NB91	100
unclassified	50.2131		0
RB09	83.6855	NB42	71.4044
RB12	75.7754	NB70	78.5411
unclassified	49.2778		0
unclassified	32.827		0
unclassified	33.4471		0
RB09	90.6859	NB46	100
RB12	100	unclassified	46.1603
unclassified	42.2654		0
RB10	100	unclassified	43.1224
unclassified	61.1346		0
RB09	100	unclassified	37.9949
RB11	100	NB55	84.7328
RB09	85.7143	NB77	100
RB12	100	unclassified	67.3109
RB10	86.8465	unclassified	39.9326
RB11	80.6424	NB27	100
unclassified	46.0169		0
unclassified	37.2269		0
RB11	84.1082	NB51	90.8861
unclassified	65.1771		0
RB09	90.8552	unclassified	39.0203
RB09	100	NB65	71.4165
RB09	100	NB30	94.9281
RB09	100	unclassified	68.829
RB09	100	NB45	100
RB12	94.8718	unclassified	43.9189
unclassified	69.4915		0
unclassified	36.2637		0
RB09	100	unclassified	58.7986
RB09	90.8552	NB83	100
RB09	100	unclassified	59.6462
RB12	100	NB46	94.9664
RB12	100	NB31	100
RB09	85.6054	unclassified	40.5405
RB12	100	unclassified	45.4623
RB09	100	NB65	100
RB09	100	NB30	100
RB11	100	NB25	100
RB09	100	NB41	85.7385
RB12	100	NB40	85.7506
RB09	100	NB26	100
RB12	100	NB31	100
unclassified	52.8814		0
RB10	100	unclassified	44.6791
RB09	85.6298	unclassified	44.5478
unclassified	68.3009		0
RB11	90.7861	unclassified	37.3311
RB10	100	NB61	100
unclassified	42.2654		0
unclassified	68.7236		0
unclassified	42.2654		0
RB09	100	unclassified	36.3713
RB10	100	NB69	100
unclassified	41.2511		0
RB09	78.4081	NB42	95.7699
RB09	100	unclassified	38.5726
RB12	100	NB30	79.459
RB09	100	NB67	100
RB11	70.5833	NB32	87.7014
unclassified	37.6381		0
unclassified	39.7295		0
RB09	100	NB82	74.6825
RB11	83.8983	NB27	91.6385
RB12	100	NB68	100
RB09	100	NB36	90.6383
RB12	100	NB68	100
unclassified	49.0279		0
RB10	100	unclassified	44.7749
unclassified	42.2654		0
RB09	100	NB09	100
RB10	86.4061	NB07	76.6102
unclassified	61.2003		0
RB10	100	NB44	100
RB09	100	NB86	100
RB10	100	unclassified	44.7749
RB10	82.6678	NB32	100
RB09	82.2485	unclassified	66.2997
RB10	85.7504	NB50	80.6071
RB09	100	NB69	100
RB09	100	NB87	82.5169
unclassified	35.5802		0
RB12	100	NB93	100
RB10	100	NB95	90.6701
RB10	100	NB36	79.8298
RB09	100	NB42	100
unclassified	52.8366		0
unclassified	36.6041		0
RB09	91.8713	unclassified	40.1877
RB10	100	NB07	91.8644
unclassified	50.5042		0
RB10	82.6307	NB07	90.8475
RB09	100	NB27	100
unclassified	50.5042		0
unclassified	53.1699		0
RB11	82.7557	unclassified	42.1453
RB11	100	unclassified	49.0246
RB09	100	NB15	95.9459
RB11	100	NB70	86.6836
RB09	83.2345	NB74	100
RB11	81.4407	unclassified	43.6488
unclassified	47.0339		0
unclassified	49.7046		0
RB09	78.5292	NB41	87.7759
RB10	91.7587	unclassified	46.9941
unclassified	58.3687		0
unclassified	41.7797		0
RB11	90.7627	NB68	100
RB09	85.7988	unclassified	42.3045
RB11	83.0938	NB60	84.9535
RB10	95.7841	NB72	80.6071
RB12	100	NB20	73.0802
RB09	90.6859	NB30	75.4861
RB10	91.7587	NB45	86.6949
unclassified	36.4706		0
RB09	85.6054	NB95	100
RB11	74.5763	NB29	100
RB12	100	NB94	100
RB11	100	NB58	72.5126
RB11	100	NB78	100
RB09	83.9391	unclassified	42.978
RB10	86.5093	NB82	100
RB10	100	NB50	100
RB09	100	NB46	79.8658
RB12	100	unclassified	46.4074
RB09	95.9356	NB22	100
unclassified	34.4886		0
RB10	90.8938	unclassified	49.5319
RB10	100	NB67	100
RB09	100	NB29	100
RB12	100	unclassified	58.8186
unclassified	51.1864		0
RB11	100	NB82	100
RB10	93.2031	unclassified	44.1077
RB10	90.7392	unclassified	44.6232
RB10	90.6542	NB04	100
RB09	90.7705	NB94	85.654
unclassified	51.5665		0
unclassified	44.8014		0
RB11	100	unclassified	59.4572
RB09	94.9196	unclassified	57.4324
RB11	100	unclassified	37.1622
RB12	95.8927	NB03	100
RB09	100	NB93	90.8861
RB09	73.3277	NB93	90.8861
unclassified	33.6177		0
RB10	85.7504	NB34	76.2148
unclassified	68.8926		0
RB10	84.0272	NB43	94.9452
unclassified	42.2654		0
RB10	83.2625	unclassified	43.1455
unclassified	42.2654		0
RB09	100	NB39	95.777
unclassified	40.8511		0
RB10	100	NB04	100
RB12	73.9316	NB47	100
RB10	90.7392	NB50	91.6526
RB11	87.6271	NB69	80.5907
unclassified	42.2654		0
RB11	87.7119	NB86	100
unclassified	41.7797		0
RB11	100	NB36	80.4255
RB09	100	unclassified	62.5528
RB11	71.344	NB38	100
RB10	100	NB74	100
RB10	95.7841	NB35	100
RB10	100	unclassified	41.1665
RB10	100	NB33	89.8477
RB09	88.1657	NB80	100
unclassified	42.2654		0
RB11	100	NB69	83.4599
RB09	100	NB93	85.8228
RB12	95.8974	NB94	83.2911
RB12	90.7795	NB42	100
unclassified	48.3761		0
unclassified	45.6948		0
RB09	100	unclassified	69.48
RB11	100	unclassified	34.4304
RB10	100	NB33	73.181
RB10	95.7519	unclassified	41.8782
RB11	95.8475	NB61	100
unclassified	36.4706		0
RB11	100	unclassified	52.1959
RB10	87.3524	unclassified	34.6577
unclassified	53.0802		0
RB12	93.2942	unclassified	36.7399
unclassified	42.2654		0
unclassified	41.7797		0
RB12	79.7436	unclassified	35.2196
unclassified	32.827		0
RB11	100	NB06	77.5527
RB09	100	NB41	90.747
RB11	100	NB17	100
RB12	75.7265	NB67	78.9739
RB10	100	unclassified	44.1251
RB09	100	unclassified	66.3575
RB09	100	NB48	100
RB11	100	NB64	100
RB10	81.4503	NB29	100
RB10	100	NB20	87.7637
RB09	100	NB40	100
RB12	95.7265	unclassified	41.9983
unclassified	42.2654		0
RB12	95.8927	NB62	100
RB09	94.9281	unclassified	66.6103
RB09	100	NB83	100
unclassified	42.2654		0
RB09	100	NB34	87.6385
unclassified	37.1186		0
RB11	100	NB13	91.7866
RB09	100	NB84	100
RB09	83.2345	NB49	94.9239
RB09	90.7705	NB62	100
unclassified	39.8986		0
unclassified	42.2654		0
RB10	100	NB07	100
unclassified	32.9114		0
RB10	90.7392	NB69	73.3333
unclassified	50.5042		0
RB12	100	unclassified	45.224
unclassified	40.8511		0
RB09	73.3277	NB34	91.5601
unclassified	58.9873		0
RB11	85.5932	NB61	100
RB10	100	unclassified	62.4894
unclassified	67.265		0
RB11	100	NB62	100
RB12	94.8718	unclassified	49.8305
RB09	100	unclassified	62.1302
RB09	100	NB90	100
RB12	100	NB93	90.7173
RB09	100	NB59	100
RB12	95.8927	NB41	77.2496
RB10	100	NB67	100
RB09	100	NB41	100
RB11	90.8475	NB60	85.6298
unclassified	37.1936		0
RB11	100	NB60	100
RB12	90.7795	NB89	100
RB09	100	NB69	100
RB11	100	NB25	100
RB10	100	NB02	100
RB12	75.5556	unclassified	37.9983
RB11	80.5579	unclassified	43.6703
unclassified	42.2654		0
RB12	100	NB75	95.8615
RB11	87.3729	NB17	100
unclassified	42.2654		0
RB09	100	NB40	100
RB09	83.4886	NB65	85.6661
unclassified	41.3559		0
RB09	100	NB50	100
RB10	100	NB61	100
RB11	100	unclassified	40.2696
unclassified	47.7447		0
unclassified	42.2654		0
unclassified	40.9516		0
RB09	87.743	unclassified	69.1264
RB12	95.8927	NB07	100
RB12	100	NB16	100
unclassified	42.2654		0
RB09	100	NB03	95.7627
RB10	100	NB07	100
unclassified	36.4706		0
RB11	100	NB69	100
unclassified	37.8814		0
unclassified	44.1603		0
RB10	100	NB18	100
RB09	100	NB80	74.7664
RB09	95.7735	unclassified	41.9983
RB12	100	unclassified	47.973
RB11	79.4915	unclassified	36.7035
RB11	100	NB54	100
RB10	81.0287	NB50	100
unclassified	64.5216		0
RB09	100	NB59	100
unclassified	67.4769		0
RB12	100	NB21	100
RB11	100	NB69	100
unclassified	50.2131		0
unclassified	49.8732		0
RB12	77.9487	NB04	100
RB11	76.3559	NB07	100
RB12	80.9723	NB80	100
unclassified	42.2654		0
RB11	100	NB37	100
unclassified	40.8511		0
RB09	100	NB59	100
unclassified	36.8644		0
RB10	91.7587	NB25	85.6537
unclassified	50.0855		0
RB11	86.6949	NB10	100
unclassified	40.0847		0
RB10	90.7251	unclassified	67.3435
RB11	100	NB52	100
RB09	100	NB81	78.2828
RB10	95.7841	NB27	100
RB11	100	NB42	100
RB09	73.3277	unclassified	48.3461
RB09	94.9196	NB29	95.7699
unclassified	41.1064		0
RB11	87.6271	NB29	100
unclassified	46.1211		0
RB09	100	NB59	100
RB10	100	NB48	100
RB09	94.9196	unclassified	62.2785
RB09	100	unclassified	50.7963
unclassified	42.2654		0
RB09	84.928	NB86	100
RB10	90.6542	NB94	100
RB10	91.7587	NB89	95.9391
RB10	100	NB37	100
RB09	83.432	NB36	90.8085
RB10	91.7587	unclassified	35.9018
unclassified	51.2626		0
RB11	100	unclassified	42.0339
RB09	94.9196	NB81	100
RB09	78.4081	NB59	90.6917
unclassified	50.5042		0
RB10	100	NB56	100
RB11	100	NB03	100
RB09	100	unclassified	34.264
RB11	90.7627	unclassified	34.6577
unclassified	50.5042		0
RB09	82.3331	NB87	100
RB10	100	NB55	100
RB09	100	NB07	100
unclassified	62.0513		0
unclassified	69.7302		0
RB11	100	NB30	100
RB09	100	NB54	94.9023
unclassified	35.5802		0
RB10	85.5565	unclassified	47.9661
RB11	100	NB91	100
unclassified	41.7797		0
RB09	100	NB68	90.7928
RB11	100	NB66	75.7983
RB09	100	NB35	100
RB09	95.9425	unclassified	45.4469
RB10	83.5174	unclassified	42.0742
unclassified	41.7797		0
RB11	76.4407	unclassified	44.6414
RB11	100	NB10	84.0272
RB10	100	NB82	100
RB10	95.7841	NB83	94.9153
RB09	100	unclassified	36.3176
RB10	87.774	NB84	91.7019
unclassified	40.8511		0
RB09	95.7663	unclassified	46.2775
RB09	100	NB80	95.7519
unclassified	69.738		0
unclassified	31.5126		0
RB09	100	NB76	100
RB10	100	NB86	100
RB10	100	NB94	100
RB11	72.4576	NB08	85.7384
RB12	85.5556	NB69	94.9367
unclassified	50.5042		0
unclassified	30.0426		0
unclassified	43.0135		0
RB10	100	unclassified	43.6287
RB12	72.4786	NB14	85.678
RB09	100	unclassified	39.1194
RB11	79.7458	NB50	90.7251
unclassified	40.8511		0
RB11	100	unclassified	39.9156
unclassified	50.2131		0
RB11	90.7627	NB86	100
RB10	94.9023	NB94	100
unclassified	34.8976		0
unclassified	50.5042		0
unclassified	36.8376		0
RB11	82.7119	unclassified	36.3483
RB09	100	NB60	100
unclassified	30.8874		0
RB10	100	NB86	100
RB09	100	NB76	100
unclassified	50.5042		0
RB09	100	unclassified	49.7046
unclassified	37.3626		0
unclassified	31.9328		0
unclassified	41.2458		0
RB12	100	NB02	100
RB11	100	NB32	100
unclassified	50.2131		0
unclassified	33.1646		0
RB11	85.7143	NB94	100
RB12	81.5385	unclassified	42.8209
unclassified	40.8511		0
unclassified	40.8511		0
RB11	100	NB51	94.9367
unclassified	53.6771		0
RB10	100	NB62	87.4894
RB11	100	NB09	100
RB10	100	unclassified	55.3677
RB09	100	unclassified	66.0504
RB10	91.7587	NB56	90.7549
RB09	100	NB25	100
RB09	100	NB78	100
RB10	100	NB64	100
RB10	100	NB64	100
unclassified	40.8511		0
unclassified	51.1864		0
RB10	86.576	NB65	100
unclassified	39.8986		0
RB10	75.1265	unclassified	42.5064
RB10	71.2829	unclassified	49.0756
RB09	100	NB11	95.7735
RB11	100	NB30	100
RB12	82.8164	NB86	100
RB09	100	NB08	70.5485
RB10	91.9056	NB06	95.865
RB09	100	NB37	100
RB10	91.7587	unclassified	54.584
RB12	100	NB42	100
RB09	100	NB08	100
RB12	77.7033	unclassified	63.9358
unclassified	27.3191		0
RB09	100	unclassified	54.4529
RB09	91.5469	unclassified	52.3207
unclassified	40.8511		0
unclassified	42.2654		0
RB11	95.7735	NB66	81.5126
RB10	100	unclassified	34.6577
RB12	100	NB42	78.8494
unclassified	62.2147		0
RB10	100	unclassified	69.8826
RB12	100	NB15	90.8784
RB09	100	NB87	100
RB11	75.1695	unclassified	39.1194
unclassified	50.4274		0
RB11	100	NB89	100
unclassified	62.5632		0
RB10	100	NB46	85.7383
RB09	100	unclassified	39.0717
RB10	100	NB50	100
RB10	100	NB39	100
RB09	100	NB41	100
unclassified	50.2131		0
RB09	93.2375	NB49	100
RB10	81.6189	unclassified	38.6306
RB10	85.6661	NB21	90.8403
RB11	100	NB54	87.5106
RB09	100	NB65	85.6661
RB10	100	NB05	100
RB12	95.8974	NB51	100
unclassified	43.43		0
RB09	100	NB95	82.2731
RB09	100	NB87	95.8615
RB12	87.4267	unclassified	37.2982
RB11	90.7016	NB79	100
RB11	90.7016	NB31	85.6054
unclassified	69.661		0
RB09	100	unclassified	45.5319
RB10	91.5683	NB46	87.5
RB10	100	NB21	81.5966
RB09	100	unclassified	49.2875
unclassified	40.8511		0
unclassified	48.0102		0
unclassified	69.0598		0
RB09	100	NB86	79.5918
RB09	100	NB56	100
unclassified	38.9076		0
RB09	100	NB96	78.8315
RB11	100	NB30	100
RB12	87.5105	NB70	100
unclassified	36.4706		0
RB11	90.7016	NB76	100
RB09	78.0694	NB55	83.9695
RB09	73.3277	unclassified	39.0203
RB12	100	NB52	87.5212
unclassified	51.1017		0
unclassified	41.0169		0
RB11	100	NB75	100
unclassified	69.0739		0
RB10	81.4503	NB55	100
RB10	100	NB76	100
RB12	100	NB17	100
RB10	87.774	NB06	100
RB11	100	unclassified	55.2542
unclassified	51.1431		0
RB11	85.6298	unclassified	47.0588
RB11	100	NB80	95.7519
unclassified	39.1489		0
unclassified	35.8411		0
unclassified	63.0821		0
unclassified	50.2131		0
RB10	100	NB11	100
RB12	95.8927	NB78	100
unclassified	42.519		0
RB09	100	NB39	73.9865
RB09	100	NB80	100
RB11	87.7119	NB84	100
RB11	78.3898	NB24	100
RB10	100	NB49	100
RB11	100	NB80	100
RB10	100	NB38	100
RB09	100	NB43	100
unclassified	51.1864		0
unclassified	50.2131		0
RB11	100	NB76	100
RB11	91.7797	NB26	100
RB11	82.2881	NB44	88.1657
RB10	86.4061	NB29	100
unclassified	66.4957		0
RB11	100	unclassified	39.527
RB12	79.0598	unclassified	34.6577
RB10	100	unclassified	41.5541
RB09	71.4286	unclassified	47.0289
RB11	91.7797	unclassified	40.5405
unclassified	42.2654		0
unclassified	40.8511		0
RB11	83.8983	unclassified	41.0669
RB10	100	NB86	100
RB10	100	NB08	100
RB11	100	NB56	87.447
unclassified	38.9774		0
unclassified	59.2561		0
RB11	100	unclassified	68.2164
unclassified	40.8511		0
RB09	100	NB09	100
RB10	72.1754	NB03	100
unclassified	54.4379		0
RB11	70.339	unclassified	41.3153
RB10	95.8369	unclassified	38.0068
unclassified	45.4622		0
RB11	100	NB44	100
unclassified	42.2654		0
RB10	100	NB08	100
RB12	100	unclassified	40.7751
RB09	79.0363	NB02	100
unclassified	29.5798		0
RB10	100	NB80	100
RB12	100	NB11	95.7735
unclassified	40.8511		0
RB09	100	unclassified	42.2297
RB11	100	unclassified	50.3396
RB12	95.8927	NB83	100
RB11	90.7627	unclassified	34.6577
RB10	94.9023	NB93	100
RB12	100	NB10	95.8369
RB12	100	unclassified	43.9189
RB12	100	unclassified	41.1516
unclassified	61.1346		0
RB10	100	NB56	100
RB12	100	NB10	87.5956
RB09	100	unclassified	36.1323
RB10	85.7504	unclassified	59.7973
RB10	95.7519	unclassified	42.2428
RB10	100	NB22	100
RB12	100	unclassified	48.6898
RB10	84.8768	NB07	100
RB10	100	unclassified	41.1366
RB11	87.7119	unclassified	67.2297
RB10	100	NB64	100
RB11	100	NB88	93.2432
unclassified	53.508		0
RB11	100	NB14	87.6271
RB10	100	NB46	100
RB12	81.5591	unclassified	60.6419
RB12	100	NB35	100
RB09	100	unclassified	35.3441
RB09	85.6901	NB78	85.5319
RB09	100	unclassified	36.1395
unclassified	42.2654		0
RB12	100	NB03	90.7627
unclassified	36.766		0
RB10	85.6661	NB65	73.8617
unclassified	49.2373		0
